trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
39,False,"{'a': 0.4, 'e': 0.9617319426784903}",20,0,-114.17626652858067,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
40,False,"{'a': 0.4, 'e': 0.9607702107358118}",20,0,-150.41395626241518,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
41,False,"{'a': 0.4, 'e': 0.959809440525076}",20,0,-178.31677614562375,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
42,False,"{'a': 0.4, 'e': 0.9588496310845509}",20,5,-33.009192110141846,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 0}",1
43,False,"{'a': 0.4, 'e': 0.9578907814534663}",30,0,-179.5018286463725,"{0: 17, 1: 2, 2: 5, 3: 5, 4: 1}",0
44,False,"{'a': 0.4, 'e': 0.9569328906720128}",25,1,-64.04153097458145,"{0: 13, 1: 6, 2: 5, 3: 0, 4: 0}",1
45,False,"{'a': 0.4, 'e': 0.9559759577813408}",20,0,-64.87930697815182,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
46,False,"{'a': 0.4, 'e': 0.9550199818235595}",20,0,-57.061475921646874,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
47,False,"{'a': 0.4, 'e': 0.954064961841736}",20,0,-106.238244677936,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
48,False,"{'a': 0.4, 'e': 0.9531108968798943}",25,0,-216.83921862157666,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 5}",0
49,False,"{'a': 0.4, 'e': 0.9521577859830144}",30,0,-178.12885112324108,"{0: 18, 1: 2, 2: 5, 3: 3, 4: 2}",0
50,False,"{'a': 0.4, 'e': 0.9512056281970314}",25,0,-118.790170637901,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
51,False,"{'a': 0.4, 'e': 0.9502544225688343}",20,0,-160.92817024519513,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
52,False,"{'a': 0.4, 'e': 0.9493041681462654}",25,0,-64.78037960562222,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
53,False,"{'a': 0.4, 'e': 0.9483548639781192}",20,0,-140.58548330701134,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
54,False,"{'a': 0.4, 'e': 0.947406509114141}",20,0,-135.41123107380324,"{0: 6, 1: 5, 2: 8, 3: 0, 4: 1}",0
55,False,"{'a': 0.4, 'e': 0.9464591026050269}",25,0,-84.70077212765209,"{0: 16, 1: 0, 2: 8, 3: 1, 4: 0}",0
56,False,"{'a': 0.4, 'e': 0.9455126435024219}",20,0,-130.146873025544,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
57,False,"{'a': 0.4, 'e': 0.9445671308589194}",20,0,-89.10056506492799,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
58,False,"{'a': 0.4, 'e': 0.9436225637280605}",25,0,-166.99105592834823,"{0: 12, 1: 3, 2: 7, 3: 1, 4: 2}",0
59,False,"{'a': 0.4, 'e': 0.9426789411643325}",20,0,-98.0056972705973,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
60,False,"{'a': 0.4, 'e': 0.9417362622231682}",20,0,-145.35876378583933,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
61,False,"{'a': 0.4, 'e': 0.9407945259609449}",20,14,-22.686021508984005,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
62,False,"{'a': 0.4, 'e': 0.9398537314349841}",25,0,-136.48856892830767,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
63,False,"{'a': 0.4, 'e': 0.9389138777035491}",25,0,-167.48008046391035,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
64,False,"{'a': 0.4, 'e': 0.9379749638258456}",25,0,-100.19975147469108,"{0: 15, 1: 3, 2: 4, 3: 3, 4: 0}",0
65,False,"{'a': 0.4, 'e': 0.9370369888620197}",20,0,-129.2166066732313,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
66,False,"{'a': 0.4, 'e': 0.9360999518731576}",30,0,-87.30607735896912,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 0}",0
67,False,"{'a': 0.4, 'e': 0.9351638519212845}",25,8,-53.712854740533864,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 0}",1
68,False,"{'a': 0.4, 'e': 0.9342286880693632}",25,0,-177.89617640021623,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
69,False,"{'a': 0.4, 'e': 0.9332944593812939}",20,0,-42.250286283405245,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
70,False,"{'a': 0.4, 'e': 0.9323611649219126}",30,0,-91.65774222961808,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
71,False,"{'a': 0.4, 'e': 0.9314288037569907}",30,0,-99.74724838724292,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
72,False,"{'a': 0.4, 'e': 0.9304973749532336}",20,0,-128.2914131706718,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
73,False,"{'a': 0.4, 'e': 0.9295668775782804}",20,0,-20.67390791108658,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
74,False,"{'a': 0.4, 'e': 0.9286373107007021}",20,11,-10.107232700088762,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.4, 'e': 0.9277086733900014}",25,0,-65.00196211175,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
76,False,"{'a': 0.4, 'e': 0.9267809647166114}",20,0,-68.92937644610132,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
77,False,"{'a': 0.4, 'e': 0.9258541837518948}",20,0,-77.48366620211425,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
78,False,"{'a': 0.4, 'e': 0.9249283295681429}",20,0,-83.07650246652024,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
79,False,"{'a': 0.4, 'e': 0.9240034012385747}",25,0,-139.44703463508912,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
80,False,"{'a': 0.4, 'e': 0.9230793978373362}",20,0,-53.49546784774804,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
81,False,"{'a': 0.4, 'e': 0.9221563184394989}",30,0,-62.153449232797875,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
82,False,"{'a': 0.4, 'e': 0.9212341621210594}",20,6,-37.5308004269207,"{0: 10, 1: 1, 2: 1, 3: 2, 4: 0}",1
83,False,"{'a': 0.4, 'e': 0.9203129279589383}",25,0,-43.26857915427834,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
84,False,"{'a': 0.4, 'e': 0.9193926150309794}",25,0,-37.467435455220084,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
85,False,"{'a': 0.4, 'e': 0.9184732224159483}",20,0,-104.8650433569486,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
86,False,"{'a': 0.4, 'e': 0.9175547491935324}",20,0,-11.205016351635361,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
87,False,"{'a': 0.4, 'e': 0.9166371944443389}",25,0,-113.11095692776519,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
88,False,"{'a': 0.4, 'e': 0.9157205572498945}",20,7,-29.96845001866445,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
89,False,"{'a': 0.4, 'e': 0.9148048366926447}",20,0,-153.49489152798458,"{0: 10, 1: 4, 2: 1, 3: 3, 4: 2}",0
90,False,"{'a': 0.4, 'e': 0.913890031855952}",25,0,-77.42963491701279,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",1
