trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
83,False,"{'a': 0.2, 'e': 0.43423132679181164}",20,0,-22.36286812609427,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
84,False,"{'a': 0.2, 'e': 0.4298890135238935}",20,0,-18.218787267154273,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
85,False,"{'a': 0.2, 'e': 0.4255901233886546}",25,0,-94.39421162198252,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
86,False,"{'a': 0.2, 'e': 0.421334222154768}",25,5,22.667444500867635,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.2, 'e': 0.41712087993322033}",35,3,-81.6283153525068,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 3}",1
88,False,"{'a': 0.2, 'e': 0.41294967113388814}",25,0,-7.721558085070951,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
89,False,"{'a': 0.2, 'e': 0.40882017442254925}",20,2,-48.79317425252058,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 0}",1
90,False,"{'a': 0.2, 'e': 0.4047319726783238}",35,7,-121.52115206720902,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 3}",1
91,False,"{'a': 0.2, 'e': 0.40068465295154054}",20,0,-39.75350095962003,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
92,False,"{'a': 0.2, 'e': 0.3966778064220251}",20,12,9.958848547440887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.2, 'e': 0.39271102835780486}",25,9,5.517194651207822,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
94,False,"{'a': 0.2, 'e': 0.3887839180742268}",20,0,-58.83183413320785,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
95,False,"{'a': 0.2, 'e': 0.38489607889348454}",20,0,-43.80047534825956,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
96,False,"{'a': 0.2, 'e': 0.38104711810454966}",20,13,12.766370441051127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.2, 'e': 0.37723664692350417}",25,0,10.596685197829512,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
98,False,"{'a': 0.2, 'e': 0.37346428045426916}",25,0,13.097559822090162,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
99,False,"{'a': 0.2, 'e': 0.36972963764972644}",20,0,-23.684984293122067,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
100,False,"{'a': 0.2, 'e': 0.3660323412732292}",25,0,-78.97712162849189,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
101,False,"{'a': 0.2, 'e': 0.3623720178604969}",20,5,-32.2107913527124,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
102,False,"{'a': 0.2, 'e': 0.3587482976818919}",20,0,-51.83736025777398,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
103,False,"{'a': 0.2, 'e': 0.355160814705073}",20,0,-29.11673977454813,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
104,False,"{'a': 0.2, 'e': 0.35160920655802225}",25,4,-1.3048602861455343,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
105,False,"{'a': 0.2, 'e': 0.348093114492442}",20,6,-4.457241419986523,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.2, 'e': 0.3446121833475176}",25,0,-24.425137611062134,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
107,False,"{'a': 0.2, 'e': 0.34116606151404244}",20,4,-60.79404246825326,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
108,False,"{'a': 0.2, 'e': 0.337754400898902}",20,0,-27.50122956049552,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
109,False,"{'a': 0.2, 'e': 0.334376856889913}",20,0,-58.907412563927096,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 0}",0
110,False,"{'a': 0.2, 'e': 0.33103308832101386}",25,0,-27.124756283645393,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
111,False,"{'a': 0.2, 'e': 0.3277227574378037}",25,0,6.596963463939112,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
112,False,"{'a': 0.2, 'e': 0.3244455298634257}",20,0,21.362532912601193,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
113,False,"{'a': 0.2, 'e': 0.3212010745647914}",35,0,-42.637613529826545,"{0: 32, 1: 1, 2: 0, 3: 0, 4: 2}",1
114,False,"{'a': 0.2, 'e': 0.3179890638191435}",20,0,-83.70109555992583,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
115,False,"{'a': 0.2, 'e': 0.31480917318095203}",20,16,7.578394328946102,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.2, 'e': 0.3116610814491425}",30,7,-13.405471371310039,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
117,False,"{'a': 0.2, 'e': 0.30854447063465107}",20,2,24.284649504488705,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.2, 'e': 0.3054590259283046}",20,0,-52.9731513096529,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
119,False,"{'a': 0.2, 'e': 0.30240443566902153}",30,0,-73.50935733028435,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
120,False,"{'a': 0.2, 'e': 0.2993803913123313}",25,0,-31.505024576765425,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
121,False,"{'a': 0.2, 'e': 0.296386587399208}",20,0,-32.695462657440224,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
122,False,"{'a': 0.2, 'e': 0.2934227215252159}",20,8,18.979673947974444,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.2, 'e': 0.29048849430996376}",25,0,-11.57005729246412,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
124,False,"{'a': 0.2, 'e': 0.2875836093668641}",20,0,-57.54019866920682,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
125,False,"{'a': 0.2, 'e': 0.28470777327319546}",25,6,-87.6752113954969,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 2}",1
126,False,"{'a': 0.2, 'e': 0.2818606955404635}",30,21,0.9661309794900175,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.2, 'e': 0.27904208858505886}",20,4,-29.725814763007318,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.2, 'e': 0.2762516676992083}",25,19,9.794819651570663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.2, 'e': 0.2734891510222162}",25,16,6.398606294705402,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
