trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
74,False,"{'a': 0.05, 'e': 0.47711391552103444}",25,0,-34.1265772631825,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
75,False,"{'a': 0.05, 'e': 0.47236655274101474}",20,9,5.677399900845636,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.05, 'e': 0.46766642700990924}",20,0,-97.91211092550105,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
77,False,"{'a': 0.05, 'e': 0.46301306831122807}",20,0,-10.532265764849903,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
78,False,"{'a': 0.05, 'e': 0.45840601130522357}",20,0,12.341917485448166,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
79,False,"{'a': 0.05, 'e': 0.45384479528235583}",30,0,-56.14226482912013,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
80,False,"{'a': 0.05, 'e': 0.44932896411722156}",25,7,19.475269773930563,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.05, 'e': 0.4448580662229411}",30,2,-56.685516799849694,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 2}",1
82,False,"{'a': 0.05, 'e': 0.44043165450599925}",30,0,-175.05700520506747,"{0: 20, 1: 3, 2: 2, 3: 2, 4: 3}",0
83,False,"{'a': 0.05, 'e': 0.43604928632153556}",25,6,-13.648047850679976,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
84,False,"{'a': 0.05, 'e': 0.43171052342907973}",30,0,-162.38109211695212,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 4}",0
85,False,"{'a': 0.05, 'e': 0.4274149319487267}",25,0,-57.52990922303244,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
86,False,"{'a': 0.05, 'e': 0.4231620823177488}",30,16,12.789427535918742,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
87,False,"{'a': 0.05, 'e': 0.418951549247639}",20,0,-122.62883801658433,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 3}",0
88,False,"{'a': 0.05, 'e': 0.4147829116815814}",25,7,-14.197427042833262,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
89,False,"{'a': 0.05, 'e': 0.4106557527523455}",20,0,-14.570892506632083,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
90,False,"{'a': 0.05, 'e': 0.4065696597405991}",25,15,8.912456981919743,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.05, 'e': 0.40252422403363597}",30,0,-80.16858006324308,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
92,False,"{'a': 0.05, 'e': 0.3985190410845142}",25,0,-19.538566670534056,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
93,False,"{'a': 0.05, 'e': 0.39455371037160114}",30,0,-39.768513015934566,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
